"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Wang, L.; Bai, L.; Li, Z.; Zhao, R.; Tsung, F.","Wang, Luxuan (58480844400); Bai, Lei (57207771454); Li, Ziyue (57216132523); Zhao, Rui (55621727100); Tsung, Fugee (7003719356)","58480844400; 57207771454; 57216132523; 55621727100; 7003719356","Correlated Time Series Self-Supervised Representation Learning via Spatiotemporal Bootstrapping","2023","IEEE International Conference on Automation Science and Engineering","2023-August","","","","","7","10.1109/CASE56687.2023.10260640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164039728&doi=10.1109%2FCASE56687.2023.10260640&partnerID=40&md5=f15ff3628f27d5169687502854bfe589","Conference paper","Final","","Scopus","2-s2.0-85164039728"
"van Zyl, T.L.","van Zyl, Terence L. (26532116600)","26532116600","Late Meta-learning Fusion Using Representation Learning for Time Series Forecasting","2023","","","","","","","2","10.23919/FUSION52260.2023.10224217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163747770&doi=10.23919%2FFUSION52260.2023.10224217&partnerID=40&md5=8f3dd6244fccd9da3b73897ea5adef27","Conference paper","Final","","Scopus","2-s2.0-85163747770"
"Debella, T.T.; Shawel, B.S.; Devanne, M.; Weber, J.; Woldegebreal, D.H.; Pollin, S.; Forestier, G.","Debella, Tsegamlak Terefe (57219553376); Shawel, Bethelhem Seifu (57205302476); Devanne, Maxime (55915899200); Weber, Jonathan (57213136547); Woldegebreal, Dereje Hailemariam (24072640200); Pollin, Sofie S.P. (8601601500); Forestier, Germain (55911405900)","57219553376; 57205302476; 55915899200; 57213136547; 24072640200; 8601601500; 55911405900","Deep Representation Learning for Cluster-Level Time Series Forecasting †","2022","Engineering Proceedings","18","1","22","","","4","10.3390/engproc2022018022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137267738&doi=10.3390%2Fengproc2022018022&partnerID=40&md5=b234adfc723eb4843756bd7dc808eb1c","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85137267738"
"Liu, X.; Lyu, X.; Zhang, X.; Gao, J.; Chen, J.","Liu, Xiangyue (57769982600); Lyu, Xinqi (57945723500); Zhang, Xiangchi (57222115932); Gao, Jianliang (55503957000); Chen, Jiamin (57226466021)","57769982600; 57945723500; 57222115932; 55503957000; 57226466021","Memory Augmented Graph Learning Networks for Multivariate Time Series Forecasting","2022","International Conference on Information and Knowledge Management, Proceedings","","","","4254","4258","6","10.1145/3511808.3557638","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140825685&doi=10.1145%2F3511808.3557638&partnerID=40&md5=55b91391a66ba047a95b26e096cb1a25","Conference paper","Final","","Scopus","2-s2.0-85140825685"
"Chen, Y.; Xie, Z.","Chen, Yanzhe (57911778400); Xie, Zongxia (7402267514)","57911778400; 7402267514","Multi-channel fusion graph neural network for multivariate time series forecasting","2022","Journal of Computational Science","64","","101862","","","8","10.1016/j.jocs.2022.101862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139025049&doi=10.1016%2Fj.jocs.2022.101862&partnerID=40&md5=f1a1666e7af9ba2b763f3b0cd9c48e1d","Article","Final","","Scopus","2-s2.0-85139025049"
"Spadon, G.; Hong, S.; MacHado, B.; Matwin, S.; Rodrigues Jr., J.F.; Sun, J.","Spadon, Gabriel (57195318188); Hong, Shenda (56245620000); MacHado, Bruno Brandoli (23397724500); Matwin, Stan (7003305494); Rodrigues Jr., Jose F. (14525577400); Sun, Jimeng (9737233900)","57195318188; 56245620000; 23397724500; 7003305494; 14525577400; 9737233900","Pay Attention to Evolution: Time Series Forecasting with Deep Graph-Evolution Learning","2022","IEEE Transactions on Pattern Analysis and Machine Intelligence","44","9","","5368","5384","50","10.1109/TPAMI.2021.3076155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105077962&doi=10.1109%2FTPAMI.2021.3076155&partnerID=40&md5=922d23e962e38622da3610616d5fb96b","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85105077962"
"He, Z.; Zhao, C.; Huang, Y.","He, Zichao (57742835100); Zhao, Chunna (55665265400); Huang, Yaqun (55836857200)","57742835100; 55665265400; 55836857200","Multivariate Time Series Deep Spatiotemporal Forecasting with Graph Neural Network","2022","Applied Sciences (Switzerland)","12","11","5731","","","30","10.3390/app12115731","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132031664&doi=10.3390%2Fapp12115731&partnerID=40&md5=8e080d11b62cbc0102e05668e14ccb93","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85132031664"
"Jin, G.; Liu, C.; Xi, Z.; Sha, H.; Liu, Y.; Huang, J.","Jin, Guangyin (57207792947); Liu, Chenxi (57235054200); Xi, Zhexu (57221463347); Sha, Hengyu (57217313054); Liu, Yanyun (57401773100); Huang, Jincai (9337816300)","57207792947; 57235054200; 57221463347; 57217313054; 57401773100; 9337816300","Adaptive Dual-View WaveNet for urban spatial–temporal event prediction","2022","Information Sciences","588","","","315","330","48","10.1016/j.ins.2021.12.085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122370178&doi=10.1016%2Fj.ins.2021.12.085&partnerID=40&md5=aca634635a36b667a8899dc9cb996143","Article","Final","","Scopus","2-s2.0-85122370178"
"Chen, W.; Wang, Y.; Du, C.; Jia, Z.; Liu, F.; Chen, R.","Chen, Weijun (57440609300); Wang, Yanze (57214731234); Du, Chengshuo (57440638200); Jia, Zhenglong (57440647600); Liu, Feng (57188831566); Chen, Ran (57440638400)","57440609300; 57214731234; 57440638200; 57440647600; 57188831566; 57440638400","Balanced Spatial-Temporal Graph Structure Learning for Multivariate Time Series Forecasting: A Trade-off between Efficiency and Flexibility","2022","Proceedings of Machine Learning Research","189","","","185","200","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162241577&partnerID=40&md5=e646bcd141fea897ed55a9b2b1d45c24","Conference paper","Final","","Scopus","2-s2.0-85162241577"
"Sasal, L.; Chakraborty, T.; Hadid, A.","Sasal, Lena (57886276100); Chakraborty, Tanujit (57202199336); Hadid, Abdenour (55925650500)","57886276100; 57202199336; 55925650500","W-Transformers: A Wavelet-based Transformer Framework for Univariate Time Series Forecasting","2022","","","","","671","676","34","10.1109/ICMLA55696.2022.00111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152212981&doi=10.1109%2FICMLA55696.2022.00111&partnerID=40&md5=64726e77503f495c54072d3cad196d4a","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85152212981"
"Wang, Z.; Xu, X.; Zhang, W.; Trajcevski, G.; Zhong, T.; Zhou, F.","Wang, Zhiyuan (57843340900); Xu, Xovee (57218792252); Zhang, Weifeng (57777550600); Trajcevski, Goce (57203251313); Zhong, Tings (14326514100); Zhou, Fan (57191032864)","57843340900; 57218792252; 57777550600; 57203251313; 14326514100; 57191032864","Learning Latent Seasonal-Trend Representations for Time Series Forecasting","2022","Advances in Neural Information Processing Systems","35","","","","","81","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146713797&partnerID=40&md5=7bdce3d5fea5359afd20aa445862a470","Conference paper","Final","","Scopus","2-s2.0-85146713797"
"Yu, H.; Li, T.; Yu, W.; Li, J.; Huang, Y.; Wang, L.; Liu, A.","Yu, Hongyuan (57209208174); Li, Ting (57888091300); Yu, Weichen (57888983200); Li, Jianguo (55924903000); Huang, Yan (59677233300); Wang, Liang (57218666547); Liu, Alex Xiangyang (8339909200)","57209208174; 57888091300; 57888983200; 55924903000; 59677233300; 57218666547; 8339909200","Regularized Graph Structure Learning with Semantic Knowledge for Multi-variates Time-Series Forecasting","2022","IJCAI International Joint Conference on Artificial Intelligence","","","","2362","2368","39","10.24963/ijcai.2022/328","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137878205&doi=10.24963%2Fijcai.2022%2F328&partnerID=40&md5=c920378aa9ee9b783f7efb90fdeb93b6","Conference paper","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85137878205"
"Woo, G.; Liu, C.; Sahoo, D.; Kumar, A.; Hoi, S.","Woo, Gerald (57275411000); Liu, Chenghao (57192062632); Sahoo, Doyen (56355278800); Kumar, Akshat (59769209600); Hoi, Steven C.H. (8710996600)","57275411000; 57192062632; 56355278800; 59769209600; 8710996600","COST: CONTRASTIVE LEARNING OF DISENTANGLED SEASONAL-TREND REPRESENTATIONS FOR TIME SERIES FORECASTING","2022","","","","","","","260","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135492241&partnerID=40&md5=7b1dfe044afe8930f6609d3697baba5b","Conference paper","Final","","Scopus","2-s2.0-85135492241"
"Wang, Y.; Duan, Z.; Huang, Y.; Xu, H.; Feng, J.; Ren, A.","Wang, Yueyang (56968260900); Duan, Ziheng (57218925522); Huang, Yida (57219734369); Xu, Haoyan (57216349820); Feng, Jie (57219631909); Ren, Anni (57615698900)","56968260900; 57218925522; 57219734369; 57216349820; 57219631909; 57615698900","MTHetGNN: A heterogeneous graph embedding framework for multivariate time series forecasting","2022","Pattern Recognition Letters","153","","","151","158","49","10.1016/j.patrec.2021.12.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122529802&doi=10.1016%2Fj.patrec.2021.12.008&partnerID=40&md5=2720b9fac48511417506e6dcad8b18f7","Article","Final","","Scopus","2-s2.0-85122529802"
"Ang, G.; Lim, E.-P.","Ang, Gary (57223028693); Lim, Ee Peng (7201710034)","57223028693; 7201710034","Learning knowledge-enriched company embeddings for investment management","2021","","","","25","","","8","10.1145/3490354.3494390","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130527639&doi=10.1145%2F3490354.3494390&partnerID=40&md5=eabdeea44e64824c5b58e247066dedf9","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85130527639"
"Shang, C.; Bi, J.; Chen, J.","Shang, Chao (57202291768); Bi, Jinbo (7103093322); Chen, Jie (39761122000)","57202291768; 7103093322; 39761122000","DISCRETE GRAPH STRUCTURE LEARNING FOR FORECASTING MULTIPLE TIME SERIES","2021","","","","","","","153","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150235949&partnerID=40&md5=59d5c3d65394fc891267f73b6b63fce1","Conference paper","Final","","Scopus","2-s2.0-85150235949"
"Jhin, S.Y.; Shin, H.; Hong, S.; Jo, M.; Park, S.; Park, N.; Lee, S.; Maeng, H.; Jeon, S.","Jhin, Sheo Yon (57224971396); Shin, Heejoo (57873501300); Hong, Seoyoung (57224970818); Jo, Minju (57224978772); Park, Solhee (57371210100); Park, Noseong (55994517000); Lee, Seungbeom (57371213700); Maeng, Hwiyoung (57371219300); Jeon, Seungmin (57371223700)","57224971396; 57873501300; 57224970818; 57224978772; 57371210100; 55994517000; 57371213700; 57371219300; 57371223700","Attentive Neural Controlled Differential Equations for Time-series Classification and Forecasting","2021","Proceedings - IEEE International Conference on Data Mining, ICDM","2021-December","","","250","259","15","10.1109/ICDM51629.2021.00035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125196443&doi=10.1109%2FICDM51629.2021.00035&partnerID=40&md5=1b43ef6612ba9388b3be78352ceebf9b","Conference paper","Final","","Scopus","2-s2.0-85125196443"
"Patel, A.; Sriramulu, A.; Bergmeir, C.; Fourrier, N.","Patel, Arth (57678441200); Sriramulu, Abishek (57215359737); Bergmeir, Christoph (25627435300); Fourrier, Nicolas (57218711047)","57678441200; 57215359737; 25627435300; 57218711047","Dependency Learning Graph Neural Network for Multivariate Forecasting","2021","Communications in Computer and Information Science","1516 CCIS","","","114","123","1","10.1007/978-3-030-92307-5_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121931125&doi=10.1007%2F978-3-030-92307-5_14&partnerID=40&md5=8725316c9a21448aae44230c8b8bfd7f","Conference paper","Final","","Scopus","2-s2.0-85121931125"
"Perla, F.; Richman, R.; Scognamiglio, S.; Wüthrich, M.V.","Perla, Francesca (24167058600); Richman, Ronald (7007021586); Scognamiglio, Salvatore (57208443125); Wüthrich, Mario V. (7003379504)","24167058600; 7007021586; 57208443125; 7003379504","Time-series forecasting of mortality rates using deep learning","2021","Scandinavian Actuarial Journal","2021","7","","572","598","73","10.1080/03461238.2020.1867232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101866820&doi=10.1080%2F03461238.2020.1867232&partnerID=40&md5=324991c16fcb70a068aab927741cf478","Article","Final","","Scopus","2-s2.0-85101866820"
